MALLOC,2,0.000809s
MALLOC,4,0.001627s
MALLOC,8,0.005112s
MALLOC,16,0.012244s
MALLOC,32,0.028879s
MALLOC,64,0.077152s
MALLOC,128,0.187955s
MALLOC,256,0.530678s
MALLOC,512,1.297853s
DYNAMIC,1,0.000340s
DYNAMIC,2,0.000614s
DYNAMIC,4,0.001441s
DYNAMIC,8,0.004674s
DYNAMIC,16,0.011920s
DYNAMIC,32,0.029105s
DYNAMIC,64,0.078232s
DYNAMIC,128,0.188301s
DYNAMIC,256,0.525521s
DYNAMIC,512,1.308702s
STACK,1,0.000668s
STACK,2,0.000942s
STACK,4,0.001799s
STACK,8,0.004994s
STACK,16,0.012197s
STACK,32,0.029150s
STACK,64,0.077435s
STACK,128,0.189316s
STACK,256,0.523880s
STACK,512,1.306031s
